관리기관명,경로당명,소재지,연락처,위도,경도
해운대구,우성빌라트경로당,"부산광역시 해운대구 달맞이길 239-11(중동, 우성빌라트)",,35.1622379,129.1843245
해운대구,달맞이유림노르웨이숲아파트노인회,"부산광역시 해운대구 달맞이길65번길 33(중동, 달맞이유림노르웨이숲아파트)",,35.1611861,129.1736986
해운대구,좌동경로당,부산광역시 해운대구 좌동로 107 (좌동),051-703-3642,35.1733271,129.1765115
해운대구,대동타운경로당,"부산광역시 해운대구 대천로103번길 29 (좌동, 대동타운)",051-701-0097,35.1765713,129.1714949
해운대구,해운대화목타운경로당,"부산광역시 해운대구 대천로 187 (좌동, 해운대화목타운)",051-702-6076,35.1714903,129.1793388
해운대구,해운대대림2차아파트경로당,"부산광역시 해운대구 대천로103번길 9 (좌동, 대림아파트)",051-703-8686,35.1748121,129.1724373
해운대구,건영2차아파트경로당,"부산광역시 해운대구 세실로 126 (좌동, 건영아파트)",051-702-0809,35.175625,129.1768584
해운대구,해운대3차롯데아파트경로당,"부산광역시 해운대구 세실로 138 (좌동, 롯데아파트)",051-912-0419,35.1766688,129.1773615
해운대구,화목데파트경로당,"부산광역시 해운대구 세실로 64 (좌동, 화목데파트)",051-701-0855,35.1709756,129.1776689
해운대구,해운대대원아파트경로당,"부산광역시 해운대구 좌동순환로 252 (좌동, 대원아파트)",051-702-1264,35.1728563,129.1800077
해운대구,롯데캐슬마스타1경로당,"부산광역시 해운대구 세실로 104 (좌동, 해운대좌동롯데캐슬마스터I)",051-703-3995,35.1740456,129.1757479
해운대구,KCC스위첸경로당,"부산광역시 해운대구 세실로 80 (좌동, 해운대KCC스위첸)",051-704-1509,35.1729423,129.1779951
해운대구,해운대현대아파트경로당,"부산광역시 해운대구 양운로37번길 11 (좌동, 현대아파트)",051-731-1880,35.1655331,129.1780844
해운대구,해운대벽산1차아파트경로당,"부산광역시 해운대구 대천로 205 (좌동, 벽산아파트)",051-703-0417,35.1705391,129.1804321
해운대구,해운대두산2차아파트경로당,"부산광역시 해운대구 대천로 225 (좌동, 두산아파트)",051-703-1035,35.1690929,129.179951
해운대구,해운대영남아파트경로당,"부산광역시 해운대구 좌동순환로311번길 8 (좌동, 영남아파트)",070-7397-0431,35.16808,129.1830873
해운대구,대우1차아파트경로당,"부산광역시 해운대구 세실로 19 (좌동, 대우1차아파트)",051-703-1470,35.1673955,129.1794399
해운대구,경남선경아파트경로당,"부산광역시 해운대구 청사포로 27 (좌동, 경남선경아파트)",051-702-8777,35.1665221,129.1864228
해운대구,한라아파트경로당,부산광역시 해운대구 좌동순환로 280 (좌동),051-703-1906,35.1708944,129.1823199
해운대구,해운대벽산2차아파트경로당,"부산광역시 해운대구 좌동순환로 299번길 11 (좌동, 벽산2차)",051-912-3777,35.169571,129.1850488
해운대구,상록아파트경로당,"부산광역시 해운대구 세실로 7 (좌동, 상록아파트)",051-701-6598,35.1653959,129.1797176
해운대구,SK뷰아파트경로당,"부산광역시 해운대구 청사포로 12 (좌동, SK View)",051-702-7580,35.165132,129.1833841
해운대구,해운대대우2차아파트경로당,"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차)",051-704-3588,35.1724531,129.1832275
해운대구,해운대삼환아파트경로당,"부산광역시 해운대구 좌동순환로299번길 22 (좌동, 삼환아파트)",051-701-4588,35.1685479,129.1854886
해운대구,해운대신성아파트경로당,"부산광역시 해운대구 대천로67번길 15 (좌동, 신성아파트)",051-747-1899,35.172744,129.1679188
해운대구,해운대한일아파트경로당,"부산광역시 해운대구 대천로 56 (좌동, 한일아파트)",051-731-5787,35.1725806,129.1712839
해운대구,해운대경남아파트경로당,"부산광역시 해운대구 좌동순환로99번길 22 (좌동, 경남아너스빌)",051-731-6344,35.1773532,129.1668831
해운대구,효성코오롱아파트경로당,"부산광역시 해운대구 대천로 35 (좌동, 효성코오롱아파트)",051-742-4859,35.1700063,129.1681384
해운대구,해운대주공1단지아파트경로당,"부산광역시 해운대구 대천로67번길 4 (좌동, 해운대주공)",051-747-7898,35.1736252,129.170297
해운대구,해운대대림3차아파트경로당,"부산광역시 해운대구 좌동순환로99번길 6 (좌동, 대림아파트)",051-742-4959,35.1763812,129.1679018
해운대구,해운대센트럴파크경로당,"부산광역시 해운대구 좌동순환로 118 (좌동, 주공2단지)",051-701-9698,35.1757077,129.1706766
해운대구,해운대주공4단지아파트경로당,"부산광역시 해운대구 대천로67번길 18 (좌동, 해운대주공)",051-744-0566,35.173831,129.1682513
해운대구,해운대롯데2차아파트경로당,"부산광역시 해운대구 좌동순환로 117 (좌동, 롯데2차)",051-702-3779,35.1765954,129.169832
해운대구,동원듀크빌리지경로당,"부산광역시 해운대구 대천로67번길 43-15 (좌동, 동원듀크빌리지1차)",051-741-3410,35.1732447,129.1644877
해운대구,대창경로당,"부산광역시 해운대구 대천로67번길 7 (좌동, 대창아파트)",051-731-4499,35.1730616,129.1692765
해운대구,해운대동신아파트경로당,"부산광역시 해운대구 좌동순환로217번길 7 (좌동, 동신아파트)",051-701-1099,35.1775037,129.1790076
해운대구,두산1차아파트경로당,"부산광역시 해운대구 양운로 182 (좌동, 두산1차아파트)",051-702-4548,35.1787082,129.1699431
해운대구,해운대동부아파트경로당,"부산광역시 해운대구 세실로 158 (좌동, 동부아파트)",051-704-5991,35.1781817,129.1787504
해운대구,삼성아파트경로당,부산광역시 해운대구 세실로 174 (좌동),051-704-1617,35.1790705,129.1773346
해운대구,장산정경로당,"부산광역시 해운대구 대천로103번길 47 (좌동, 대림아파트)",051-703-1356,35.1793144,129.174047
해운대구,롯데4차아파트노인정,"부산광역시 해운대구 좌동순환로217번길 8 (좌동, 롯데4차)",051-703-3375,35.1756279,129.1811365
해운대구,엘지아파트경로당,"부산광역시 해운대구 대천로103번길 61 (좌동, 엘지아파트)",051-703-0401,35.1806671,129.1738659
해운대구,해운대건영1차아파트경로당,"부산광역시 해운대구 좌동순환로217번길 19 (좌동, 건영1차)",051-703-2775,35.1786003,129.1794253
해운대구,송정동경로당,부산광역시 해운대구 송정중앙로15번길 62-4 (송정동),051-703-7717,35.185542,129.204293
해운대구,송정1단지주공아파트경로당,"부산광역시 해운대구 송정1로 20 (송정동, 송정1단지주공)",051-702-3603,35.1833812,129.1979813
해운대구,송정2휴먼시아경로당,"부산광역시 해운대구 해운대로 1188 (송정동, 송정2휴먼시아)",051-701-0525,35.1924128,129.2060158
해운대구,우림필유아파트경로당,부산광역시 해운대구 송정1로8번길 25-78(해운대송정우림필유아파트),,35.1834466,129.1965547
해운대구,신촌경로당,부산광역시 해운대구 선수촌로 146-11 (반여동),051-526-0683,35.206323,129.1222452
해운대구,고기등경로당,부산광역시 해운대구 선수촌로78번길 21 (반여동),051-529-8401,35.2007069,129.1202267
해운대구,상리경로당,부산광역시 해운대구 선수촌로208번길 98-8 (반여동),051-524-6625,35.2121135,129.1300732
해운대구,중리경로당,부산광역시 해운대구 반여로155번다길 52-4 (반여동),051-531-0264,35.2082561,129.1251083
해운대구,삼화경로당,부산광역시 해운대구 선수촌로21번길 33 (반여동),051-524-0008,35.1961711,129.1166523
해운대구,무정리경로당,"부산광역시 해운대구 반여로 21, 경성빌딩 3층 (반여동)",051-527-2066,35.194783,129.119359
해운대구,신촌할머니경로당,부산광역시 해운대구 선수촌로 146-11 (반여동),051-525-6740,35.206323,129.1222452
해운대구,센텀대림경로당,"부산광역시 해운대구 선수촌로 95 (반여동, 센텀대림)",051-522-6253,35.2006489,129.1172222
해운대구,아시아선수촌아파트(남)경로당,"부산광역시 해운대구 선수촌로 122, 105동 지하 (반여동, 아시아선수촌)",051-521-0944,35.2038714,129.1216813
해운대구,아시아선수촌아파트(여)경로당,"부산광역시 해운대구 선수촌로 122 (반여동, 아시아선수촌)",051-521-0944,35.2038714,129.1216813
해운대구,신동아아파트경로당,"부산광역시 해운대구 반여로 176 (반여동, 신동아아파트)",051-528-4994,35.2060698,129.1273739
해운대구,센텀롯데캐슬아파트노인회,"부산광역시 해운대구 반여로 133 (반여동, 센텀롯데캐슬아파트)",051-936-3336,35.204851,129.1238773
해운대구,센텀롯데캐슬2차아파트경로당,"부산광역시 해운대구 반여로 68-12 (반여동, 센텀롯데캐슬2차아파트)",051-959-1663,35.1974726,129.1248454
해운대구,센텀롯데캐슬3차아파트경로당,"부산광역시 해운대구 반여로 83 (반여동, 센텀롯데캐슬3차아파트)",051-527-1555,35.1993679,129.1212111
해운대구,메가센텀꿈에그린경로당,"부산광역시 해운대구 반여로 67 (반여동, 해운대메가센텀꿈에그린)",051-532-1632,35.1980786,129.1220822
해운대구,꽃동네경로당,부산광역시 해운대구 선수촌로 207번다길 26-4(반여동),051-523-8508,35.2109581,129.1223544
해운대구,반석경로당,부산광역시 해운대구 선수촌로 199-5,,35.210161,129.1248007
해운대구,반여행복경로당,부산광역시 해운대구 반여로155번가길 17 (반여동),,35.2062597,129.1253231
해운대구,기로경로당,부산광역시 해운대구 해운대로61번길 87 (반여동),051-783-3686,35.1951892,129.1280826
해운대구,중앙(남)경로당,부산광역시 해운대구 재반로226번길 13-73 (반여동),051-783-2597,35.1982899,129.1318914
해운대구,중앙(여)경로당,부산광역시 해운대구 재반로226번길 13-73 (반여동),051-782-8317,35.1982899,129.1318914
해운대구,새마을경로당,부산광역시 해운대구 재반로226번길 48 (반여동),051-782-8146,35.1977028,129.1334271
해운대구,장수경로당,부산광역시 해운대구 재반로211번길 28-85 (반여동),051-782-3373,35.1974007,129.1293246
해운대구,에덴동산타운경로당,"부산광역시 해운대구 재반로212번길 45 (반여동, 에덴동산타운)",051-784-1927,35.1960381,129.1328661
해운대구,현대일성2차아파트경로당,"부산광역시 해운대구 재반로226번길 72 (반여동, 현대일성)",051-784-0544,35.1970219,129.1335709
해운대구,반여2동현대3차경로당,"부산광역시 해운대구 재반로212번길 67 (반여동, 반여3차현대)",051-781-0374,35.1949008,129.133904
해운대구,기로(여)경로당,부산광역시 해운대구 해운대로61번길 87 (반여동),051-782-3686,35.1951892,129.1280826
해운대구,장수(여)경로당,부산광역시 해운대구 재반로211번길 28-79 (반여동),070-7353-5795,35.1972763,129.1293098
해운대구,무지개경로당,부산광역시 해운대구 재반로225번길 28-81 (반여동),051-781-0225,35.1987381,129.1295378
해운대구,소담경로당,"부산광역시 해운대구 재반로196번길 13-74, 지하동 101호(반여동, 유진주택)",051-784-0322,35.1956306,129.1317265
해운대구,센텀(여)경로당,부산광역시 해운대구 해운대로61번길 99-46 (반여동),051-783-0071,35.1954984,129.1295805
해운대구,센텀(남)경로당,부산광역시 해운대구 해운대로61번길 99-46 (반여동),,35.1954984,129.1295805
해운대구,보훈아파트경로당,부산광역시 해운대구 재반로242번길 41 (반여동),051-781-2013,35.1985781,129.1334732
해운대구,반여3동새마을경로당,부산광역시 해운대구 재반로242번길 13-18 (반여동),051-783-9162,35.1989575,129.1322786
해운대구,반여3동현대아파트경로당,"부산광역시 해운대구 재반로282번길 112 (반여동, 현대아파트)",051-782-3358,35.2012339,129.1354631
해운대구,그린파크경로당,"부산광역시 해운대구 재반로270번길 13 (반여동, 그린파크)",,35.2018938,129.1320213
해운대구,선우정경로당,부산광역시 해운대구 재반로282번길 60 (반여동),051-783-1661,35.2027475,129.1350414
해운대구,안양원경로당,부산광역시 해운대구 재반로241번길 28-70 (반여동),051-783-9471,35.1999176,129.1299429
해운대구,보람아파트경로당,"부산광역시 해운대구 재반로270번길 29 (반여동, 보람아파트)",051-783-9007,35.2015483,129.1337417
해운대구,센텀홍림아파트경로당,"부산광역시 해운대구 재반로 282-83(반여동, 센텀홍림아파트)",,35.2023391,129.1361513
해운대구,삼어경로당,"부산광역시 해운대구 삼어로 135 (반여동, 반여아파트)",051-528-3609,35.2088122,129.1195181
해운대구,삼어할머니경로당,부산광역시 해운대구 삼어로 133번가길 13-12 (반여동),051-531-7976,35.2093939,129.1181699
해운대구,신동타워경로당,"부산광역시 해운대구 삼어로 149 (반여동, 신동타워)",051-528-1620,35.2111461,129.1195045
해운대구,일동아파트경로당,부산광역시 해운대구 삼어로 77 (반여동),051-529-5698,35.2053128,129.1178253
해운대구,우방신세계타운경로당,"부산광역시 해운대구 삼어로 61 (반여동, 우방신세계)",,35.2028494,129.1161518
해운대구,명장SK아파트노인정,"부산광역시 해운대구 삼어로 55 (반여동, 명장SK아파트)",051-915-4785,35.2035747,129.1138152
해운대구,금사대우아파트경로당,"부산광역시 해운대구 삼어로 207 (반여동, 대우금사)",051-522-5022,35.2137591,129.1175344
해운대구,센텀강변현대아파트경로당,"부산광역시 해운대구 삼어로 131 (반여동, 반여현대)",051-526-9975,35.2078898,129.1194412
해운대구,벽산한솔타운경로당,"부산광역시 해운대구 삼어로 103 (반여동, 벽산반여한솔타운)",051-524-7928,35.2063345,129.1182765
해운대구,우신아파트경로당,"부산광역시 해운대구 삼어로 181 (반여동, 우신아파트)",,35.2129483,129.1178098
해운대구,창신아파트경로당,"부산광역시 해운대구 삼어로147번길 11 (반여동, 반여창신)",051-523-2134,35.2102144,129.1189882
해운대구,석대경로당,부산광역시 해운대구 반송로607번길 27-7 (석대동),051-521-3297,35.2208387,129.1298206
해운대구,장수경로당,부산광역시 해운대구 아랫반송로90번길 8 (반송동),051-543-9472,35.2203915,129.1526369
해운대구,반송1동경로당,부산광역시 해운대구 아랫반송로26번길 46 (반송동),051-544-2645,35.2252346,129.147361
해운대구,화송경로당,부산광역시 해운대구 아랫반송로40번길 19-23 (반송동),051-544-0444,35.2231377,129.1497451
해운대구,송원경로당,부산광역시 해운대구 아랫반송로30번길 145 (반송동),051-544-3005,35.2220674,129.1479931
해운대구,송원(여)경로당,부산광역시 해운대구 아랫반송로30번길 145 (반송동),051-542-3005,35.2220674,129.1479931
해운대구,은하수경로당,부산광역시 해운대구 아랫반송로 21번길 113-13(반송동),051-545-3121,35.2283246,129.1481315
해운대구,필봉노인정,부산광역시 해운대구 반송순환로 129 (반송동),051-543-5514,35.2225018,129.1528767
해운대구,이진경로당,"부산광역시 해운대구 반송순환로 202 (반송동, 이진아파트)",051-542-5546,35.2271855,129.1502177
해운대구,행복경로당,부산광역시 해운대구 아랫반송로29번길 20 (반송동),051-543-6249,35.2246067,129.1495131
해운대구,태평경로당,부산광역시 해운대구 아랫반송로21번길 144-11 (반송동),051-542-0501,35.2292305,129.1490907
해운대구,본동경로당,부산광역시 해운대구 신반송로 184 (반송동),051-542-0611,35.229497,129.1600181
해운대구,반송2동경로당,부산광역시 해운대구 윗반송로51번길 34 (반송동),051-542-4887,35.2298407,129.1553881
해운대구,운송경로당,부산광역시 해운대구 운봉길 210 (반송동),051-543-4703,35.236653,129.142531
해운대구,삼한그린맨션경로당,부산광역시 해운대구 반송동 401,051-543-2762,35.234257,129.150607
해운대구,운봉(여)경로당,부산광역시 해운대구 윗반송로51번길 34 (반송동),051-543-5273,35.229865,129.155432
해운대구,반송삼정그린코아경로당,"부산광역시 해운대구 신반송로 196 (반송동, 섬정그린코아)",051-542-0052,35.231069,129.160326
해운대구,광하아파트경로당,"부산광역시 해운대구 신반송로 194 (반송동, 광하주택)",051-542-0805,35.230959,129.161388
해운대구,운봉경로당,부산광역시 해운대구 운봉길 210 (반송동),051-543-4339,35.236646,129.142531
해운대구,삼한1차아파트,"부산광역시 해운대구 신반송로 171 (반송동, 삼한그린타운)",051-542-0641,35.227691,129.160466
해운대구,운봉복지관경로당,부산광역시 해운대구 신반송로 200 (반송동),051-543-5568,35.232416,129.15886
해운대구,반석종합사회복지관부설반송경로당,부산광역시 해운대구 반송2동 880,051-542-3676,35.229467,129.162362
해운대구,반송남흥아파트경로당,"부산광역시 해운대구 신반송로 163 (반송동, 남흥아파트)",051-545-3332,35.227469,129.161937
해운대구,삼한5차노인정,"부산광역시 해운대구 신반송로 72 (반송동, 삼한5차아파트)",051-916-9850,35.226627,129.161693
해운대구,반송건영아파트경로당,"부산광역시 해운대구 신반송로 80 (반송동, LIG건영아파트)",051-909-2667,35.227084,129.163993
해운대구,설봉경로당,"부산광역시 해운대구 신반송로 102 (반송동, 삼한그린타운2차)",051-542-0383,35.229741,129.16345
해운대구,반송벽산삼협한솔아파트경로당,"부산광역시 해운대구 신반송로 29 (반송동, 벽산삼협한솔)",,35.227341,129.158836
해운대구,송우정경로당,부산광역시 해운대구 반송로924번길 8 (반송동),051-545-5551,35.232227,129.155026
해운대구,초원경로당,"부산광역시 해운대구 운봉길 89 (반송동, 초원맨션)",051-543-0646,35.232359,129.146384
해운대구,풍전맨션노인정,"부산광역시 해운대구 신반송로 199 (반송동, 풍전아파트)",051-543-4963,35.22962103,129.1581712
해운대구,삼한3차노인회,부산광역시 해운대구 신반송로 96 삼한3차아파트,051-542-1142,35.22776,129.164519
해운대구,경동아파트경로당,"부산광역시 해운대구 신반송로 76 (반송동, 경동아파트)",051-543-1402,35.22642758,129.1631349
해운대구,청록경로당,"부산광역시 해운대구 신반송로 194 (반송동, 광하주택)",051-543-1027,35.230137,129.160462
해운대구,새동네경로당,부산광역시 해운대구 반송로877번길 47-6 (반송동),051-545-3379,35.2324571,129.150961
해운대구,재송(남)경로당,부산광역시 해운대구 해운대로177번길 51-16 (재송동),051-781-5356,35.183866,129.125355
해운대구,재송(여)경로당,부산광역시 해운대구 해운대로177번길 51-16 (재송동),051-783-4364,35.183866,129.125355
해운대구,센텀이진캐스빌경로당,부산광역시 해운대구 재반로42번길 23 (재송동),051-781-5547,35.18329108,129.1275616
해운대구,신동아아파트경로당,"부산광역시 해운대구 재반로60번길 46-6 (재송동, 신동아)",051-782-3042,35.18484167,129.1285053
해운대구,연화경로당,부산광역시 해운대구 재반로64번가길 35 (재송동),051-781-9482,35.18621598,129.1261198
해운대구,센텀파크1단지노인회,부산광역시 해운대구 센텀중앙로 145,051-742-1990,35.178495,129.122094
해운대구,센텀파크2단지노인회,부산광역시 해운대구 센텀중앙로 142,051-744-0307,35.179403,129.123486
해운대구,센텀e-편한세상노인정,"부산광역시 해운대구 해운대로76번길 55 (재송동, 센텀 이-편한세상)",051-783-2214,35.188384,129.11764
해운대구,동부센트레빌아파트경로당,"부산광역시 해운대구 해운대로161번길 12 (재송동, 센텀동부센트레빌)",051-784-0172,35.183312,129.124148
해운대구,어울림경로당,부산광역시 해운대구 재반로 50번길 31-17 (재송동),051-784-0167,35.183762,129.1282927
해운대구,은빛경로당,부산광역시 해운대구 재반로 50번길 35,051-781-7750,35.18368344,129.1280171
해운대구,센텀누리경로당,부산광역시 해운대구 해운대로 253(센텀누리아파트),,35.177853,129.128606
해운대구,센텀협성르네상스아파트경로당,부산 해운대구 반여동 1476-34,,35.192259,129.117726
해운대구,센텀피오레1차경로당,부산광역시 해운대구 반여동 1476-71번지,051-781-1178,35.192532,129.116092
해운대구,삼익아파트경로당,"부산광역시 해운대구 해운대로61번가길 6 (재송동, 센텀삼익)",051-783-9464,35.191062,129.121306
해운대구,재송그린경로당,"부산광역시 해운대구 재반로118번길 71 (재송동, 시영)",051-781-3954,35.19162542,129.1298619
해운대구,80시영아파트경로당,"부산광역시 해운대구 재반로165번길 82 (재송동, 시영)",051-782-3733,35.19227338,129.1251384
해운대구,장산경로당,"부산광역시 해운대구 재반로165번길 29-14 (재송동, 시영)",051-783-4103,35.19280679,129.1259363
해운대구,글로리아경로당,"부산광역시 해운대구 재송2로74번길 31 (재송동, 삼창글로리아타운)",051-783-9028,35.19062598,129.132637
해운대구,남성아파트1공구경로당,"부산광역시 해운대구 재송2로 17 (재송동, 남성선파크타운)",051-781-0708,35.19270099,129.1305137
해운대구,코오롱성우경로당,"부산광역시 해운대구 재반로84번길 96-7 (재송동, 코오롱)",051-784-3177,35.18852812,129.1314221
해운대구,현대아파트경로당,"부산광역시 해운대구 해운대로81번길 60 (재송동, 현대아파트)",051-782-0502,35.179928,129.075091
해운대구,에이스아파트경로당,"부산광역시 해운대구 재송2로 256 (재송동, 센텀에이스)",051-784-6842,35.19082203,129.1319151
해운대구,장산동국아파트경로당,부산광역시 해운대구 재송2로 91 (재송동. 장산동국아파트),051-781-8708,35.19348557,129.1343239
해운대구,세명그린경로당,"부산광역시 해운대구 재송2로 153 (재송동, 세명그린타워)",051-781-1187,35.19022218,129.1343663
해운대구,재송금호아파트경로당,"부산광역시 해운대구 재반로 141 (재송동, 금호아파트)",051-781-5495,35.1915902,129.1268748
해운대구,재송현대아파트경로당,"부산광역시 해운대구 해운대로81번길 137 (재송동, 재송동현대)",,35.179928,129.075091
해운대구,한보미도아파트경로당,부산광역시 해운대구 재반로64번길 74-1 (재송동),,35.18677457,129.1300143
해운대구,일삼경로당,부산광역시 해운대구 해운대로61번길 40 (재송동),051-784-3001,35.179928,129.075091
해운대구,후곡경로당,부산광역시 해운대구 해운대로89번길 23 (재송동),051-781-0565,35.179928,129.075091
해운대구,센텀우신골든빌경로당,"부산광역시 해운대구 재반로125번길 30 (재송동, 센텀우신골든빌)",051-781-1419,35.19013945,129.1258556
해운대구,한빛경로당,부산광역시 해운대구 재반로103번길 32 (재송동),051-784-3111,35.18818572,129.1246427
해운대구,대경파미르아파트경로당,"부산광역시 해운대구 해운대로61번길 56 (재송동, 센텀파미르)",051-781-6319,35.179928,129.075091
해운대구,별천지경로당,"부산광역시 해운대구 재송2로74번길 32(재송동,국부빌라)",070-4964-7638,35.19125522,129.1328215
해운대구,역전경로당,부산광역시 해운대구 해운대로91번길 39-8,051-784-0050,35.179928,129.075091
해운대구,송수경로당,부산광역시 해운대구 재반로 142-8,070-7378-4321,35.19014142,129.1275795
해운대구,센텀골든파크팔팔경로당,부산광역시 해운대구 재송2로175번길 43,,35.1894262,129.1317749
사하구,괴정1동할아버지,부산광역시 사하구 낙동대로 249번길 2-2(괴정동),051-202-5185,35.09893673,128.989693
사하구,괴정1동할머니,부산광역시 사하구 낙동대로249번길 2-2(괴정동),051-205-5068,35.09893673,128.989693
사하구,국제아파트,부산광역시 사하구 사하로141번길 20(괴정동),051-204-3388,35.09476397,128.9918031
사하구,자유3차아파트,부산광역시 사하구 승학로 233번길 33(괴정동),,35.10354498,128.9894416
사하구,괴정협진태양아파트,부산광역시 사하구 괴정로 270번길 34(괴정동),051-291-0127,35.09554813,128.9896081
사하구,우신타워,부산광역시 사하구 사하로141번4길 35-4(괴정동),051-292-9540,35.08853637,128.9805964
사하구,석천할아버지,부산광역시 사하구 승학로 281번길 73(괴정동),051-202-2045,35.10364429,128.9916256
사하구,석천할머니,부산광역시 사하구 승학로 281번길 73(괴정동),051-202-7949,35.10364429,128.9916256
사하구,괴정한신아파트,부산광역시 사하구 승학로 221(괴정동),051-202-1717,35.10115756,128.9892811
사하구,한마음경로당,부산광역시 사하구 사하로141번길 108,,35.0958162,128.9873019
사하구,대티,부산광역시 사하구 오작로 173(괴정동),051-204-6080,35.10548924,129.0072677
사하구,벽산하이츠아파트,부산광역시 사하구 괴정2동 352-34(괴정동),051-293-9560,35.10086579,129.0039202
사하구,동아아파트맨션,부산광역시 사하구 오작로 138(괴정동),051-201-3617,35.10312882,129.0049461
사하구,한일하나로아파트,부산광역시 사하구 오작로 152(괴정동),051-206-3210,35.10366659,129.0064006
사하구,괴정2동현대아파트,부산광역시 사하구 낙동대로 106(괴정동),051-205-9087,35.10447268,129.0037671
사하구,시약,부산광역시 사하구 대티로59번길 44(괴정동),051-205-7877,35.10610579,129.0035787
사하구,괴정스타클래스아파트,부산광역시 사하구 대티로1번길 22(괴정동),,35.10540418,128.99904
사하구,동주,부산광역시 사하구 오작로 87(괴정동),051-291-3353,35.10013169,129.0022221
사하구,괴정승학,부산광역시 사하구 까치고개로 16-2(괴정동),051-201-5263,35.10358603,129.004162
사하구,까치,부산광역시 사하구 까치고개로 77-1(괴정동),051-201-4870,35.1049412,129.0092133
사하구,괴정k스타파크아파트,부산광역시 사하구 사리로 70번길 24(괴정동),,35.1050682,129.0004289
사하구,풍류원,부산광역시 사하구 대티로63번길 52(괴정동),,35.10745266,129.0042095
사하구,괴정참누리아파트,부산광역시 사하구 대티로17번길47(괴정동),,35.10535786,129.0024617
사하구,고개마루경로당,부산광역시 사하구 대티로63번길8(괴정동),,35.10656982,129.0063157
사하구,양지할아버지,부산광역시 사하구 승학로224번길 93(괴정동),051-292-8755,35.10187947,128.9946863
사하구,신괴정화신아파트,부산광역시 사하구 오작로 68(괴정동),051-204-4930,35.09928053,128.9994148
사하구,꽃마을,부산광역시 사하구 사하로186번나길 9(괴정동),051-205-5958,35.09907295,128.9950689
사하구,상춘,부산광역시 사하구 오작로8번안길 10(괴정동),051-203-1781,35.09717324,128.9958903
사하구,괴정신익타운,부산광역시 사하구 오작로 46(괴정동),051-203-9964,35.09834841,128.9987673
사하구,장수,부산광역시 사하구 사하로186번길 31(괴정동),,35.09916894,128.995454
사하구,양지할머니,부산광역시 사하구 승학로224번길 93(괴정동),051-292-8726,35.10187947,128.9946863
사하구,솔밭,부산광역시 사하구 낙동대로179번길 17(괴정동),,35.10076659,128.9973819
사하구,평화,부산광역시 사하구 오작로3번길 15-4(괴정동),,35.09818262,128.9948168
사하구,협진신태양아파트,부산광역시 사하구 사리로 71(괴정동),051-292-6603,35.10635481,128.998536
사하구,괴정4동,부산광역시 사하구 장평로 455(괴정동),051-202-3236,35.0987188,128.9865754
사하구,송곡,부산광역시 사하구 마하로48번길 8(괴정동),051-293-8992,35.10374174,128.9841023
사하구,희망할머니,부산광역시 사하구 장평로449번길 120(괴정동),051-202-3353,35.09948189,128.9802999
사하구,희망할아버지,부산광역시 사하구 장평로449번길 120(괴정동),051-201-1616,35.09948189,128.9802999
사하구,마곡정,부산광역시 사하구 낙동대로 326번길 14(괴정동),051-204-2332,35.10075931,128.9817301
사하구,당리할아버지,부산광역시 사하구 제석로 50(당리동),051-208-0346,35.10502122,128.974136
사하구,당리본동할머니,부산광역시 사하구 제석로 50(당리동),051-202-9763,35.10502122,128.974136
사하구,에덴,부산광역시 사하구 승학로131번길 39(당리동),051-206-4014,35.10514234,128.9825725
사하구,당리신익아파트,부산광역시 사하구 승학로 123-4(당리동),051-291-5155,35.10402845,128.9798718
사하구,삼성아파트,부산광역시 사하구 마하로 81(당리동),051-201-3357,35.10640108,128.9840794
사하구,당리벽산으뜸아파트,부산광역시 사하구 다대로 22번길 30(당리동),051-294-1300,35.09848708,128.9762408
사하구,우림아파트,부산광역시 사하구 제석로 95번길 22-5(당리동),051-202-8681,35.10973784,128.9783277
사하구,반도보라아파트,부산광역시 사하구 제석로 79번길 11(당리동),051-205-0787,35.10779093,128.9738399
사하구,당리혜성아파트,부산광역시 사하구 제석로 127(당리동),051-201-0204,35.11001722,128.9794499
사하구,당리삼창아파트,부산광역시 사하구 제석로 33(당리동),051-206-8100,35.10485489,128.9724009
사하구,당리동원1차베네스트아파트,부산광역시 사하구 제석로 160(당리동),051-969-1255,35.11040151,128.9843031
사하구,당리동원2차베네스트아파트,부산광역시 사하구 제석로 171(당리동),051-291-6995,35.11095738,128.9835639
사하구,승학,부산광역시 사하구 마하로 25번길 8(당리동),051-204-3318,35.10269813,128.9816327
사하구,당리푸른,부산광역시 사하구 승학로 7-4(당리동),051-292-2323,35.10678787,128.9696597
사하구,행복한,부산광역시 사하구 괴정로 100번길 12(당리동),051-907-5811,35.10146586,128.9746092
사하구,부영벽산블루밍아파트,부산광역시 사하구 승학로71번길 60(당리동),051-201-0653,35.10630673,128.9779247
사하구,당리푸르지오아파트,부산광역시 사하구 승학로71번길 30(당리동),051-202-2245,35.10554796,128.9770052
사하구,당리경보이리스힐,부산광역시 사하구 승학로71번길146,,35.10843236,128.9803633
사하구,하단할아버지,부산광역시 사하구 낙동대로457번안길 23(하단동),051-202-7805,35.10437856,128.9688524
사하구,선창할머니,부산광역시 사하구 동매로 55-1(하단동),051-203-2765,35.10331362,128.9644962
