"자치단체코드(신고지역)","인허가번호","서비스ID","데이터갱신구분","데이터갱신일자","서비스ID명","사업장명","지번우편번호","지번주소","도로명우편번호","도로명주소","인허가일자","병상수","보조종업원수","사무실면적","세탁실면적","시설관리자수","약국영업면적","영양사수","폐업일자","휴업시작일자","휴업종료일자","재개업일자","영업상태","상세영업상태","좌표정보(X)","좌표정보(Y)","최종수정일자","업태구분명","전화번호","간호사수","간호조무사수","건물층수","구급차일반","구급차특수","구조사수","급식시설면적","기타인원수","기타종업원수","모유수유실면적","목욕실면적","미화원수","영유아실면적","영유아정원수","완화의료담당부서명","완화의료지정형태","욕실면적","의료기관종별명","의료유사업종별명","의료인수","임산부실면적","임산부정원수","입원실수","자격증소유자수","조리원화장실면적","종업원수","지상층수","지정일자","지정취소일자","지하층수","진료과목내용","진료과목내용명","총면적","총인원","최초지정일자","취사부수","판매점영업면적","허가병상수"
"3300000","PHMA120123300024041100024","01_01_02_P","I","2018-08-31 23:59:59.0","-","사단법인 중앙의료소비자생활협동조합 온천한의원","607832","부산광역시 동래구 온천1동 97번지 11호","607832","부산광역시 동래구 금강로 132-1 (온천동)","20121231","0","-","-","-","-","-","-","20140306","-","-","-","03","폐업","389438.94175600000","193543.93255900000","20140306174307","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","178.87","-","-","-","0","-"
"3300000","PHMA120123300024041100005","01_01_02_P","I","2018-08-31 23:59:59.0","-","속편안내과의원","-","-","47760","부산광역시 동래구 서동중심로 4 (명장동)","20120207","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391611.55069200000","192439.02592000000","20170905183851","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","150","-","-","-","0","-"
"3300000","PHMA120123300024041100006","01_01_02_P","I","2018-08-31 23:59:59.0","-","사직신세계소아청소년과의원","607861","부산광역시 동래구 사직2동 1017번지 쌍용예가아파트 상가 3층 312호","607786","부산광역시 동래구 사직로 80 (사직동)","20120223","0","-","-","-","-","-","-","20130128","-","-","-","03","폐업","387389.19136300000","191008.26874100000","20130703104834","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","105.63","-","-","-","0","-"
"3300000","PHMA120133300024041100010","01_01_02_P","I","2018-08-31 23:59:59.0","-","아름다운의원","607842","부산광역시 동래구 온천동 1413번지 7호","607842","부산광역시 동래구 아시아드대로228번길 22 (온천동)","20130328","0","-","-","-","-","-","-","20140224","-","-","-","03","폐업","388339.27865100000","191641.19718000000","20140224123528","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","231","-","-","-","0","-"
"3300000","PHMA120133300024041100011","01_01_02_P","I","2018-08-31 23:59:59.0","-","동래보스톤치과의원","-","부산광역시 동래구 수안동 275번지 18호 3층","47813","부산광역시 동래구 충렬대로 251, 3층 (수안동)","20130419","0","-","-","-","-","-","-","-","-","-","-","13","영업중","390051.41393700000","191434.04793900000","20180419224336","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","253.72","-","-","-","0","-"
"3300000","PHMA120133300024041100012","01_01_02_P","I","2018-08-31 23:59:59.0","-","휴한의원","607847","부산광역시 동래구 명륜동 696번지 29호 2층","47742","부산광역시 동래구 명륜로 189-2 (명륜동, 2층)","20130419","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389633.49404400000","192467.65692900000","20180320151654","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","99.17","-","-","-","0","-"
"3300000","PHMA120133300024041100013","01_01_02_P","I","2018-08-31 23:59:59.0","-","수안한의원","607824","부산광역시 동래구 수안동 275번지 18호","47813","부산광역시 동래구 충렬대로 251 (수안동)","20130506","0","-","-","-","-","-","-","-","-","-","-","13","영업중","390051.41393700000","191434.04793900000","20180411144334","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","233.49","-","-","-","0","-"
"3300000","PHMA120133300024041100014","01_01_02_P","I","2018-08-31 23:59:59.0","-","두드림한의원","607782","부산광역시 동래구 온천동 1412번지 1호","47837","부산광역시 동래구 아시아드대로 234 (온천동, 반도보라스카이뷰오피스텔304호)","20130624","0","-","-","-","-","-","-","-","-","-","-","13","영업중","388425.18360200000","191828.53741700000","20171127140916","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","105.84","-","-","-","0","-"
"3300000","PHMA120133300024041100015","01_01_02_P","I","2018-08-31 23:59:59.0","-","대통한의원","607801","부산광역시 동래구 낙민동 84번지 8호","47892","부산광역시 동래구 안남로 23 (낙민동)","20130702","0","-","-","-","-","-","-","-","-","-","-","13","영업중","390793.19471900000","190699.53402100000","20171120175456","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","81.37","-","-","-","0","-"
"3300000","PHMA120153300024041100023","01_01_02_P","I","2018-08-31 23:59:59.0","-","영진한의원","-","부산광역시 동래구 온천동 153번지 23호 3층, 드림메디컬","47708","부산광역시 동래구 온천장로 123-1, 3층 (온천동, 드림메디컬)","20150922","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389814.894126","193684.921668","20180124153522","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","255.48","-","-","-","0","-"
"3300000","PHMA120153300024041100024","01_01_02_P","I","2018-08-31 23:59:59.0","-","굿플러스치과의원","-","부산광역시 동래구 사직동 93번지 6호 6층 삼정자이언츠파크 601호","47866","부산광역시 동래구 사직북로 4, 6층 601호 (사직동, 삼정자이언츠파크)","20151006","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387727.526889","190816.762904","20170905183852","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","180.6","-","-","-","0","-"
"3300000","PHMA120153300024041100025","01_01_02_P","I","2018-08-31 23:59:59.0","-","사단법인 주은기독의료선교회 다비드비뇨기과의원","-","-","47813","부산광역시 동래구 충렬대로 239, 3층 302호 (수안동, 수안메디컬센터)","20151209","0","-","-","-","-","-","-","-","20161101","20170131","-","02","휴업","389939.64765600000","191459.09058300000","20170403194337","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","0","-","-","0","-","-","-","-","-","-","-","-","-","151.04","-","-","-","0","-"
"3300000","PHMA120153300024041100026","01_01_02_P","I","2018-08-31 23:59:59.0","-","남공한의원","-","부산광역시 동래구 사직동 93번지 6호 삼정자이언츠파크 6층 603호","47866","부산광역시 동래구 사직북로 4, 6층 603호 (사직동, 삼정자이언츠파크)","20151215","0","-","-","-","-","-","-","20161223","-","-","-","03","폐업","387727.526889","190816.762904","20161223155518","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","175.52","-","-","-","0","-"
"3300000","PHMA120163300024041100001","01_01_02_P","I","2018-08-31 23:59:59.0","-","동래아트치과의원","-","-","47824","부산광역시 동래구 충렬대로 160, 5층 (온천동)","20160115","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389182.85974600000","191745.67723100000","20180409084333","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","321.45","-","-","-","0","-"
"3300000","PHMA120163300024041100017","01_01_02_P","I","2018-08-31 23:59:59.0","-","동래사암한의원","-","-","47837","부산광역시 동래구 아시아드대로 224, 2층 (온천동, 온천동 대한메디컬)","20160517","0","-","-","-","-","-","-","-","-","-","-","13","영업중","388252.91774700000","191655.29927400000","20180724140748","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","140.85","-","-","-","0","-"
"3300000","PHMA120163300024041100018","01_01_02_P","I","2018-08-31 23:59:59.0","-","센텀의료소비자생활협동조합 상현한의원","-","부산광역시 동래구 온천동 1437번지 29호 상현빌딩 10층","47734","부산광역시 동래구 충렬대로137번길 4, 10층 (온천동, 상현빌딩)","20160531","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389036.69299900000","191884.18924000000","20171207231334","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","261.6","-","-","-","0","-"
"3300000","PHMA120163300024041100019","01_01_02_P","I","2018-08-31 23:59:59.0","-","서울아산정형외과의원","-","부산광역시 동래구 안락동 425번지 1호 3,4,7층,안락동메디컬센터","47786","부산광역시 동래구 안락로 12, 3,4,7층 (안락동, 안락동 메디컬센터)","20160608","29","-","-","-","-","-","-","20170331","-","-","-","03","폐업","391109.28729500000","191389.27710700000","20170330174058","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","8","-","-","-","-","-","-","-","-","-","672.76","-","-","-","0","-"
"3300000","PHMA120163300024041100020","01_01_02_P","I","2018-08-31 23:59:59.0","-","새하하재활의학과의원","-","부산광역시 동래구 안락동 591번지 2호 2층","47796","부산광역시 동래구 충렬대로 417, 2층 (안락동)","20160728","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391632.35512000000","190965.15725800000","20171130214333","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","252.34","-","-","-","0","-"
"3300000","PHMA120093300024041100004","01_01_02_P","I","2018-08-31 23:59:59.0","-","정현부부치과의원","607828","부산광역시 동래구 안락동 442번지 2호 3층","47783","부산광역시 동래구 안락로 39, 3층 (안락동)","20090224","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391371.15905000000","191346.11729800000","20170905183851","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","163.78","-","-","-","0","-"
"3300000","PHMA120093300024041100005","01_01_02_P","I","2018-08-31 23:59:59.0","-","자명한의원","607828","부산광역시 동래구 안락1동 551번지 2호","-","부산광역시 동래구 충렬대로 405 (안락동)","20090330","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391501.99090100000","190972.94913100000","20180125102157","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","183.21","-","-","-","0","-"
"3300000","PHMA120093300024041100006","01_01_02_P","I","2018-08-31 23:59:59.0","-","문내과의원","607061","부산광역시 동래구 온천1동 161번지 1호 SK허브올리브","-","부산광역시 동래구 금강공원로 2 (온천동,SK허브올리브)","20090402","0","-","-","-","-","-","-","20090622","-","-","-","03","폐업","389762.11957900000","193337.20627100000","20090701125306","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","386.66","-","-","-","0","-"
"3300000","PHMA120093300024041100007","01_01_02_P","I","2018-08-31 23:59:59.0","-","굿모닝치과의원","607837","부산광역시 동래구 온천동 1439번지 4호 4층","47734","부산광역시 동래구 중앙대로 1319, 4층 (온천동)","20090507","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389203.88881000000","191820.98875000000","20170905183851","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","166.48","-","-","-","0","-"
"3300000","PHMA120093300024041100008","01_01_02_P","I","2018-08-31 23:59:59.0","-","수안의원","607824","부산광역시 동래구 수안동 464번지 2호","-","부산광역시 동래구 명륜로112번길 42 (수안동)","20090522","0","-","-","-","-","-","-","20110118","-","-","-","03","폐업","389887.99000500000","191630.27251000000","20110118172352","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","97.69","-","-","-","0","-"
"3300000","PHMA120113300024041100028","01_01_02_P","I","2018-08-31 23:59:59.0","-","삼영의료소비자생활협동조합 상현한의원","607837","부산광역시 동래구 온천2동 1437번지 29호","607837","부산광역시 동래구 충렬대로137번길 4 (온천동)","20111107","0","-","-","-","-","-","-","20140702","-","-","-","03","폐업","389036.69299900000","191884.18924000000","20140702175702","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","261.6","-","-","-","0","-"
"3300000","PHMA120113300024041100029","01_01_02_P","I","2018-08-31 23:59:59.0","-","경희세광한의원","607814","부산광역시 동래구 사직1동","47859","부산광역시 동래구 사직북로 36 (사직동)","20111208","0","-","-","-","-","-","-","-","-","-","-","13","영업중","387622.26281900000","191130.02530800000","20171116095831","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","193.2","-","-","-","0","-"
"3300000","PHMA120123300024041100001","01_01_02_P","I","2018-08-31 23:59:59.0","-","예미안치과의원","607802","부산광역시 동래구 명륜동","47747","부산광역시 동래구 명륜로 188 (명륜동)","20120110","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389663.41615900000","192446.75656500000","20170905183851","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","134.79","-","-","-","0","-"
"3300000","PHMA120123300024041100002","01_01_02_P","I","2018-08-31 23:59:59.0","-","보현한의원","-","-","47738","부산광역시 동래구 명륜로 113 (명륜동)","20120118","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389664.72676800000","191701.99120500000","20171115093058","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","178.71","-","-","-","0","-"
"3300000","PHMA120123300024041100003","01_01_02_P","I","2018-08-31 23:59:59.0","-","경희한의원","-","-","607813","부산광역시 동래구 여고북로 160 (사직동)","20120118","0","-","-","-","-","-","-","20150102","-","-","-","03","폐업","388860.04215800000","191461.24326900000","20150102103617","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","149.2","-","-","-","0","-"
"3300000","PHMA120123300024041100004","01_01_02_P","I","2018-08-31 23:59:59.0","-","석송한의원","-","-","47785","부산광역시 동래구 안락로 131 (안락동)","20120130","0","-","-","-","-","-","-","-","-","-","-","13","영업중","392284.96066500000","191228.08550400000","20180328095022","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","113.39","-","-","-","0","-"
"3300000","PHMA120013300024041100018","01_01_02_P","I","2018-08-31 23:59:59.0","-","신서경치과의원","-","부산광역시 동래구 사직동 157번지 20호","47835","부산광역시 동래구 여고로 111, 2,3층 (사직동)","20010613","0","-","-","-","-","-","-","-","-","-","-","13","영업중","388993.04816800000","191097.66489100000","20180411103008","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","199.12","-","-","-","0","-"
"3300000","PHMA120013300024041100019","01_01_02_P","I","2018-08-31 23:59:59.0","-","사직정형외과의원","-","사직1동 77-37","47866","부산광역시 동래구 사직북로 18 (사직동)","20010627","29","-","-","-","-","-","-","-","-","-","-","13","영업중","387681.51085000000","190949.34366600000","20180705231331","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","2","-","-","5","-","-","-","-","-","-","-","-","-","615.16","-","-","-","0","-"
"3300000","PHMA120173300024041100003","01_01_02_P","I","2018-08-31 23:59:59.0","-","청담드림의원","-","부산광역시 동래구 온천동 153번지 23호","47708","부산광역시 동래구 온천장로 123-1, 6층 (온천동)","20170309","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389814.894126","193684.921668","20170905183852","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","255.48","-","-","-","0","-"
"3300000","PHMA120173300024041100004","01_01_02_P","I","2018-08-31 23:59:59.0","-","고은치과의원","-","부산광역시 동래구 온천동 1248번지 6호","47851","부산광역시 동래구 아시아드대로 239, 3층 (온천동)","20170313","0","-","-","-","-","-","-","-","-","-","-","13","영업중","388275.87301400000","191822.70650600000","20170905183852","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","199.26","-","-","-","0","-"
"3300000","PHMA120163300024041100031","01_01_02_P","I","2018-08-31 23:59:59.0","-","박진철치과의원","-","부산광역시 동래구 수안동 268번지 27호","47877","부산광역시 동래구 충렬대로 250-1, 2층 (수안동)","20160317","0","-","-","-","-","-","-","-","-","-","-","13","영업중","390024.56371700000","191389.85916300000","20170905183852","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","185.61","-","-","-","0","-"
"3300000","PHMA120173300024041100005","01_01_02_P","I","2018-08-31 23:59:59.0","-","지음한의원","-","부산광역시 동래구 안락동 151번지 14호","47898","부산광역시 동래구 연안로51번길 6, 1,2층 (안락동)","20170403","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391935.47659300000","190495.17513300000","20180307163405","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","152.16","-","-","-","0","-"
"3300000","PHMA120013300024041100020","01_01_02_P","I","2018-08-31 23:59:59.0","-","명안한의원","607808","부산광역시 동래구 명장1동 62번지 16호","-","부산광역시 동래구 명장로20번길 34 (명장동)","20010829","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391394.62472800000","191805.02404100000","20171113183439","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","95.2","-","-","-","0","-"
"3300000","PHMA120013300024041100021","01_01_02_P","I","2018-08-31 23:59:59.0","-","이내과의원","-","안락1동 633-27","47901","부산광역시 동래구 안연로 64 (안락동)","20010917","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391192.02498200000","190538.21430800000","20170905183850","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","131.8","-","-","-","0","-"
"3300000","PHMA120013300024041100022","01_01_02_P","I","2018-08-31 23:59:59.0","-","라임부부치과의원","607837","부산광역시 동래구 온천동 1439번지 3호 이센타워11층","47734","부산광역시 동래구 중앙대로 1325 (온천동, 이센타워11층)","20010920","0","-","-","-","-","-","-","-","-","-","-","13","영업중","389193.04771100000","191850.43520100000","20180614221336","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","3","-","-","0","-","-","-","-","-","-","-","-","-","459.22","-","-","-","0","-"
"3310000","PHMA120003310024041100014","01_01_02_P","I","2018-08-31 23:59:59.0","-","청십자의원(사단법인 해림재단)","608093","부산광역시 남구 용호3동 394번지 10호","-","-","20001011","0","-","-","-","-","-","-","20090206","-","-","-","03","폐업","-","-","20090206150828","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","0","-","-","-","0","-"
"3300000","PHMA120123300024041100011","01_01_02_P","I","2018-08-31 23:59:59.0","-","서울청담의원","607842","부산광역시 동래구 온천3동 1413번지 7호","607842","부산광역시 동래구 아시아드대로228번길 22 (온천동)","20120607","0","-","-","-","-","-","-","20130206","-","-","-","03","폐업","388339.27865100000","191641.19718000000","20130206211841","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","231","-","-","-","0","-"
"3300000","PHMA120123300024041100012","01_01_02_P","I","2018-08-31 23:59:59.0","-","이음한의원","607827","부산광역시 동래구 안락동 425번지 44호","47786","부산광역시 동래구 반송로 220-1 (안락동)","20120622","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391088.38479200000","191341.85420000000","20180115172541","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","114.6","-","-","-","0","-"
"3300000","PHMA120123300024041100013","01_01_02_P","I","2018-08-31 23:59:59.0","-","삼성의원","607824","부산광역시 동래구 수안동 268번지 19호","47877","부산광역시 동래구 충렬대로 252 (수안동)","20120627","1","-","-","-","-","-","-","-","-","-","-","13","영업중","390035.37875400000","191382.00270500000","20170905183851","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","1","-","-","-","-","-","-","-","-","-","221.1","-","-","-","0","-"
"3300000","PHMA120123300024041100014","01_01_02_P","I","2018-08-31 23:59:59.0","-","박마취통증의학과의원","607837","부산광역시 동래구 온천동 1439번지 3호","47734","부산광역시 동래구 중앙대로 1325, 603호 (온천동, 이센타워)","20120704","0","-","-","-","-","-","-","20151005","-","-","-","03","폐업","389193.04771100000","191850.43520100000","20160331134249","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","112.23","-","-","-","0","-"
"3300000","PHMA120123300024041100015","01_01_02_P","I","2018-08-31 23:59:59.0","-","신비전한의원","607841","부산광역시 동래구 온천동 1249번지 17호","47851","부산광역시 동래구 아시아드대로 223 (온천동)","20120816","0","-","-","-","-","-","-","20151030","-","-","-","03","폐업","388215.57157300000","191691.90242000000","20151030115423","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","98","-","-","-","0","-"
"3300000","PHMA120123300024041100016","01_01_02_P","I","2018-08-31 23:59:59.0","-","강산치과의원","607050","부산광역시 동래구 수안동 268번지 27호","607824","부산광역시 동래구 충렬대로 250-1 (수안동)","20121005","0","-","-","-","-","-","-","20141201","-","-","-","03","폐업","390024.56371700000","191389.85916300000","20141204101753","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","3","-","-","0","-","-","-","-","-","-","-","-","-","274.95","-","-","-","0","-"
"3300000","PHMA120123300024041100017","01_01_02_P","I","2018-08-31 23:59:59.0","-","뉴욕100세치과의원","607829","부산광역시 동래구 안락동 752번지 2호","47889","부산광역시 동래구 충렬대로 358 (안락동)","20121029","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391035.34278100000","191046.81587600000","20180524221332","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","205.4","-","-","-","0","-"
"3300000","PHMA120123300024041100018","01_01_02_P","I","2018-08-31 23:59:59.0","-","(사)부산노인복지진흥회 부성의원","607817","부산광역시 동래구 사직동 104번지 6호","47876","부산광역시 동래구 아시아드대로 113 (사직동)","20121116","0","-","-","-","-","-","-","20161201","-","-","-","03","폐업","388173.27973700000","190648.05636500000","20161202140929","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","0","-","-","0","-","-","-","-","-","-","-","-","-","170.71","-","-","-","0","-"
"3300000","PHMA120123300024041100019","01_01_02_P","I","2018-08-31 23:59:59.0","-","(사)부산노인복지진흥회 부성한의원","607817","부산광역시 동래구 사직동 104번지 6호","47876","부산광역시 동래구 아시아드대로 113 (사직동)","20121116","0","-","-","-","-","-","-","20161201","-","-","-","03","폐업","388173.27973700000","190648.05636500000","20161202141446","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","80.53","-","-","-","0","-"
"3300000","PHMA120123300024041100020","01_01_02_P","I","2018-08-31 23:59:59.0","-","나무한의원","607808","부산광역시 동래구 명장동 60번지 36호","47772","부산광역시 동래구 명안로85번길 42 (명장동)","20121122","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391450.30476500000","191816.13185500000","20171109163505","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","112.59","-","-","-","0","-"
"3300000","PHMA120003300024041100009","01_01_02_P","I","2018-08-31 23:59:59.0","-","K&K서울치과의원","607808","부산광역시 동래구 명장동 57번지 6호","47772","부산광역시 동래구 명안로85번길 52, 5층 (명장동, 명장랜드마크)","20000731","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391404.27818700000","191846.65687800000","20170905183850","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","0","-","-","-","0","-"
"3300000","PHMA120183300024041100018","01_01_02_P","I","2018-08-31 23:59:59.0","-","소중한이치과의원","-","부산광역시 동래구 안락동 580번지 1호","47796","부산광역시 동래구 충렬대로 413, 3층 (안락동)","20180627","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391598.30563700000","190972.30595600000","20180628211332","치과의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","치과의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","251.68","-","-","-","0","-"
"3300000","PHMA120143300024041100003","01_01_02_P","I","2018-08-31 23:59:59.0","-","생생의원","607809","부산광역시 동래구 명장동 144번지 1호 2층","47775","부산광역시 동래구 명장로48번길 21, 2층 (명장동)","20140320","0","-","-","-","-","-","-","-","-","-","-","13","영업중","391814.11631400000","191742.66294100000","20170905183852","의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","의원","-","2","-","-","0","-","-","-","-","-","-","-","-","-","81.19","-","-","-","0","-"
"3300000","PHMA120143300024041100004","01_01_02_P","I","2018-08-31 23:59:59.0","-","편한몸한의원","607822","부산광역시 동래구  3번지 8호 2층","607822","부산광역시 동래구 명륜로 77, 2층 (수안동)","20140404","0","-","-","-","-","-","-","20141128","-","-","-","03","폐업","389779.52486100000","191369.40664800000","20141201091456","한의원","051-123-1234","-","-","-","0","0","-","-","-","-","-","-","-","-","-","-","-","-","한의원","-","1","-","-","0","-","-","-","-","-","-","-","-","-","204.6","-","-","-","0","-"
