"자치단체코드(신고지역)","인허가번호","서비스id","데이터갱신구분","데이터갱신일자","서비스id명","사업장명","지번우편번호","지번주소","도로명우편번호","도로명주소","인허가일자","폐업일자","휴업시작일자","휴업종료일자","재개업일자","영업상태","상세영업상태","좌표정보(x)","좌표정보(y)","최종수정일자","업태구분명","전화번호","가열기수","기공용레스수","기공용모터수","기공용컴프레서수","다른 겸업 여부","동공거리측정기수","렌즈절단기수","샌드기수","서베이어수","수리대상 의료기기의 유형","시력표수","아세틸렌수","안경세척기수","영업규모","원심주조기수","전기로수","정점굴절계기수","조제용연마기수","진공매몰기수","진동기수","초음파청소기수","총규모","총면적","측정의자수","치과용프레스수","트리머수","포셀린로수","표본렌즈수","핀덱스수"
"3360000","PHMG120143360024047000029","01_02_03_P","U","2021-05-16 02:40:00.0","의료기기판매(임대)업","메디칼디보트","-","부산광역시 강서구 대저2동 3136번지 2호","46721","부산광역시 강서구 유통단지1로58번길 48, 102동 201호 (대저2동, 서부산소재산업유통사업협동조합)","20140303","-","-","-","-","제외/삭제/전출","전출","377848.323412388","187590.960792087","20210514132107","-","051-231-0207","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120183400013047000020","01_02_03_P","U","2021-05-16 02:40:00.0","의료기기판매(임대)업","샵(#)뷰티","-","부산광역시 기장군 정관읍 매학리 748-6","46023","부산광역시 기장군 정관읍 정관로 595, 510 일부호","20181025","20210514","-","-","-","폐업","폐업","397211.377555067","206331.394785486","20210514153600","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120213400013047000030","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","이마트에브리데이 정관점","지번우편번호","부산광역시 기장군 정관읍 달산리 1222-1","46021","부산광역시 기장군 정관읍 정관로 696-27, 1층","20210514","폐업일자","휴업시작일자","휴업종료일자","재개업일자","영업/정상","영업중","399083.984603466","204565.506306973","20210514171810","업태구분명","전화번호","가열기수","기공용레스수","기공용모터수","기공용컴프레서수","다","동공거리측정기수","렌즈절단기수","샌드기수","서베이어수","수리대상 의료기기의 유형","시력표수","아세틸렌수","안경세척기수","영업규모","원심주조기수","전기로수","정점굴절계기수","조제용연마기수","진공매몰기수","진동기수","초음파청소기수","총규모","총면적","측정의자수","치과용프레스수","트리머수","포셀린로수","표본렌즈수","핀덱스수"
"3400000","PHMG120213400013047000029","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","GS25 정관산업로점","-","부산광역시 기장군 정관읍 매학리 122-6","46006","부산광역시 기장군 정관읍 정관산업로 1135, 1층 일부호","20210514","-","-","-","-","영업/정상","영업중","397802.836627088","204045.320546401","20210514171539","-","0517276232","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3310000","PHMG120213310024047000038","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","이마트24 오슬로파크1호점","-","부산광역시 남구 문현동 1227-2","48400","부산광역시 남구 전포대로 133 (문현동)","20210514","-","-","-","-","영업/정상","영업중","388150.394268792","185188.729710212","20210514171546","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120213400013047000028","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","이마트에브리데이 부산일광점","-","부산광역시 기장군 일광면 삼성리 781","46048","부산광역시 기장군 일광면 해빛로 39-22, 1층","20210513","-","-","-","-","영업/정상","영업중","-","-","20210514091729","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120213400013047000027","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","정우메딕스","-","부산광역시 기장군 정관읍 매학리 719-1 미래안 전통상가","46017","부산광역시 기장군 정관읍 정관6로 5-20, 미래안 전통상가 A134호","20210513","-","-","-","-","영업/정상","영업중","397757.734000878","204518.879119729","20210514091243","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120213400013047000030","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","이마트에브리데이 정관점","지번우편번호","부산광역시 기장군 정관읍 달산리 1222-1","46021","부산광역시 기장군 정관읍 정관로 696-27, 1층","20210514","폐업일자","휴업시작일자","휴업종료일자","재개업일자","영업/정상","영업중","399083.984603466","204565.506306973","20210514171810","업태구분명","전화번호","가열기수","기공용레스수","기공용모터수","기공용컴프레서수","다","동공거리측정기수","렌즈절단기수","샌드기수","서베이어수","수리대상 의료기기의 유형","시력표수","아세틸렌수","안경세척기수","영업규모","원심주조기수","전기로수","정점굴절계기수","조제용연마기수","진공매몰기수","진동기수","초음파청소기수","총규모","총면적","측정의자수","치과용프레스수","트리머수","포셀린로수","표본렌즈수","핀덱스수"
"3400000","PHMG120213400013047000029","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","GS25 정관산업로점","-","부산광역시 기장군 정관읍 매학리 122-6","46006","부산광역시 기장군 정관읍 정관산업로 1135, 1층 일부호","20210514","-","-","-","-","영업/정상","영업중","397802.836627088","204045.320546401","20210514171539","-","0517276232","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3310000","PHMG120213310024047000038","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","이마트24 오슬로파크1호점","-","부산광역시 남구 문현동 1227-2","48400","부산광역시 남구 전포대로 133 (문현동)","20210514","-","-","-","-","영업/정상","영업중","388150.394268792","185188.729710212","20210514171546","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120213400013047000028","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","이마트에브리데이 부산일광점","-","부산광역시 기장군 일광면 삼성리 781","46048","부산광역시 기장군 일광면 해빛로 39-22, 1층","20210513","-","-","-","-","영업/정상","영업중","-","-","20210514091729","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120213400013047000027","01_02_03_P","I","2021-05-16 00:23:06.0","의료기기판매(임대)업","정우메딕스","-","부산광역시 기장군 정관읍 매학리 719-1 미래안 전통상가","46017","부산광역시 기장군 정관읍 정관6로 5-20, 미래안 전통상가 A134호","20210513","-","-","-","-","영업/정상","영업중","397757.734000878","204518.879119729","20210514091243","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3250000","PHMG120183250021047000003","01_02_03_P","U","2021-05-15 02:40:00.0","의료기기판매(임대)업","판도라 광복로점","-","부산광역시 중구 광복동1가 32번지 1호 삼지빌딩","48952","부산광역시 중구 광복로 93, 삼지빌딩 1층 (광복동1가)","20180327","20210512","-","-","-","폐업","폐업","385491.547700689","179644.036940363","20210513130334","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120143400013047000034","01_02_03_P","U","2021-05-15 02:40:00.0","의료기기판매(임대)업","세븐일레븐 부산정관캐슬점","-","-","46012","부산광역시 기장군 정관면 정관3로 52 (롯데캐슬상가동 205)","20141117","-","-","-","-","영업/정상","영업중","397422.40834600000","205890.70195600000","20210513101738","-","728-0510","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120143400013047000035","01_02_03_P","U","2021-05-15 02:40:00.0","의료기기판매(임대)업","세븐일레븐 부산정관해모로점","-","부산광역시 기장군 정관읍 용수리 1403 정관신도시 한진해모로","46016","부산광역시 기장군 정관읍 정관로 548, 101호 (정관신도시 한진해모로)","20141117","-","-","-","-","영업/정상","영업중","398228.62781400000","204876.80246400000","20210513134308","-","727-2230","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3350000","PHMG120213350024047000032","01_02_03_P","U","2021-05-15 02:40:00.0","의료기기판매(임대)업","CU구서센터점","-","부산광역시 금정구 구서동 86-5 동영빌딩","46243","부산광역시 금정구 금정로233번길 81, 동영빌딩 1층 (구서동)","20210511","-","-","-","-","영업/정상","영업중","390249.587341703","196336.94405385","20210513094258","-","051-581-5075","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3350000","PHMG120213350024047000031","01_02_03_P","U","2021-05-15 02:40:00.0","의료기기판매(임대)업","이마트24 부산대 행복점","-","부산광역시 금정구 장전동 419-10","46288","부산광역시 금정구 금강로 271-4, 1층 (장전동)","20210511","-","-","-","-","영업/정상","영업중","389758.125653933","194572.633972275","20210513094152","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120213270022047000008","01_02_03_P","U","2021-05-15 02:40:00.0","의료기기판매(임대)업","엘에스와이(LSY)인터네셔널","-","부산광역시 동구 범일동 830-24","48739","부산광역시 동구 조방로 48, 451호 (범일동)","20200327","-","-","-","-","영업/정상","영업중","380885.12843713","179280.262985602","20210513140145","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3270000","PHMG120213270022047000008","01_02_03_P","U","2021-05-15 02:40:00.0","의료기기판매(임대)업","엘에스와이(LSY)인터네셔널","-","부산광역시 동구 범일동 830-24","48739","부산광역시 동구 조방로 48, 451호 (범일동)","20200327","-","-","-","-","영업/정상","영업중","380885.12843713","179280.262985602","20210513140145","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000024","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산연산유앤아이점","-","부산광역시 연제구 연산동 1136-5 연산동한일유앤아이아파트","47582","부산광역시 연제구 묘봉산로 4, 106, 107호 (연산동, 연산동한일유앤아이아파트)","20210511","-","-","-","-","영업/정상","영업중","390132.457561587","189040.850766378","20210513080000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000026","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산거제푸르지오점","-","부산광역시 연제구 거제동 1188-12","47525","부산광역시 연제구 월드컵대로 221-9 (거제동)","20210511","-","-","-","-","영업/정상","영업중","388687.486404839","189668.614374585","20210513080131","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000027","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산새법원점","-","부산광역시 연제구 거제동 1490-2 협성프라자빌딩","47511","부산광역시 연제구 법원로32번길 10, 협성프라자빌딩 103호 (거제동)","20210511","-","-","-","-","영업/정상","영업중","388883.201511583","189981.488332486","20210513080208","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000028","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산거제점","-","부산광역시 연제구 거제동 577-7","47543","부산광역시 연제구 거제천로87번길 22 (거제동)","20210511","-","-","-","-","영업/정상","영업중","388683.286955817","189015.229096356","20210513080252","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000029","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 거제동원점","-","부산광역시 연제구 거제동 1029-2 거제동원타워","47525","부산광역시 연제구 월드컵대로243번길 19 (거제동, 거제동원타워)","20210511","-","-","-","-","영업/정상","영업중","388449.040444187","189723.73964045","20210513080326","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000030","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산아이유파크점","-","부산광역시 연제구 연산동 1866-2 아이유 파크(IU-PARK)","47593","부산광역시 연제구 연수로 179, 102동 104호 (연산동, 아이유 파크(IU-PARK))","20210511","-","-","-","-","영업/정상","영업중","390376.047609079","188146.326815382","20210513080402","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000031","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산연산한양점","-","부산광역시 연제구 연산동 392-2","47565","부산광역시 연제구 온천천남로92번길 30 (연산동)","20210511","-","-","-","-","영업/정상","영업중","391270.505795817","189861.238210811","20210513080443","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000032","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 거제현대점","-","부산광역시 연제구 거제동 1476-5","47502","부산광역시 연제구 아시아드대로 96 (거제동)","20210511","-","-","-","-","영업/정상","영업중","388222.187957134","190190.630155669","20210513080521","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000033","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산연제연산점","-","부산광역시 연제구 연산동 1386-37","47541","부산광역시 연제구 월드컵대로145번길 74 (연산동)","20210511","-","-","-","-","영업/정상","영업중","389267.939917125","189123.305759406","20210513080602","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000034","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산연산웰니스점","-","부산광역시 연제구 연산동 589-13","47551","부산광역시 연제구 고분로13번길 73 (연산동)","20210511","-","-","-","-","영업/정상","영업중","389968.646625426","189690.297580255","20210513080636","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000022","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산연산중앙점","-","부산광역시 연제구 연산동 1293-32","47541","부산광역시 연제구 월드컵대로165번길 41 (연산동)","20210511","-","-","-","-","영업/정상","영업중","389140.059372318","189333.453462354","20210513075630","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3390000","PHMG120213390023047000034","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","GS25 신모라동원점","-","부산광역시 사상구 모라동 1361 모라동원타운","46930","부산광역시 사상구 백양대로 887, 모라동원타운 29동 102호 (모라동)","20210513","-","-","-","-","영업/정상","영업중","381161.2741216","189074.01336753","20210513175407","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3350000","PHMG120213350024047000033","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","(주)제이앤드메틱스","-","부산광역시 금정구 부곡동 225-6 경남한신아파트","46277","부산광역시 금정구 중앙대로1685번길 22, 경남한신아파트 3층 301호 (부곡동)","20210513","-","-","-","-","영업/정상","영업중","390200.572461015","195007.620138808","20210513110423","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3360000","PHMG120213360024047000045","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","이마트24 부산강서점","-","부산광역시 강서구 녹산동 259-4","46736","부산광역시 강서구 낙동남로604번길 2-12, 1층 (녹산동)","20210513","-","-","-","-","영업/정상","영업중","371845.329024253","180929.569137371","20210513173923","-","051-972-1566","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3380000","PHMB220213380023082200001","01_02_01_P","I","2021-05-15 00:22:56.0","안경업","언커먼아이웨어안경원","-","부산광역시 수영구 수영동 457-1","48231","부산광역시 수영구 연수로369번길 8, 1층 (수영동)","20210512","-","-","-","-","영업/정상","영업중","392243.534792543","187774.773419068","20210513093457","-","051-755-8487","-","-","-","-","-","1","-","-","-","-","1","-","-","-","-","-","1","-","-","-","-","-","86.19","-","-","-","-","-","-"
"3400000","PHMG120213400013047000026","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산기장소망점","-","부산광역시 기장군 기장읍 교리 344-13","46056","부산광역시 기장군 기장읍 차성로390번길 15, 101호","20210512","-","-","-","-","영업/정상","영업중","401608.138839372","197047.621523338","20210513112825","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3400000","PHMG120213400013047000019","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산정관용수리점","-","부산광역시 기장군 정관읍 용수리 1292-7","46013","부산광역시 기장군 정관읍 가동길 20, 101호","20210512","-","-","-","-","영업/정상","영업중","398174.028096592","205262.280528201","20210513112359","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000036","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","GS25연산과정로점","-","부산광역시 연제구 연산동 418-20 새생명교회","47558","부산광역시 연제구 과정로 171, 새생명교회 1층 (연산동)","20210512","-","-","-","-","영업/정상","영업중","391843.29014956","189530.802190095","20210513161945","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3250000","PHMG120213250021047000019","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","씨유 부산40계단점","-","부산광역시 중구 중앙동3가 12-3","48931","부산광역시 중구 40계단길 10, 1층 (중앙동3가)","20210512","-","-","-","-","영업/정상","영업중","385510.862776232","180201.349002272","20210513091833","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120213290024047000079","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","지에스(GS)25 초읍천로점","-","부산광역시 부산진구 초읍동 293-6 태림아파트","47104","부산광역시 부산진구 초읍천로108번길 20, 112호 (초읍동, 태림아파트)","20210512","-","-","-","-","영업/정상","영업중","386311.667218351","188762.38372137","20210513171808","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3320000","PHMG120213320045047000029","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","(주)에스와이에스리테일 부산하나로마트점","-","부산광역시 북구 금곡동 1874-3 농협하나로클럽","46519","부산광역시 북구 금곡대로 469, 농협하나로클럽 1층 (금곡동)","20210512","-","-","-","-","영업/정상","영업중","382983.91775577","196375.470354374","20210513173433","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3320000","PHMG120213320045047000025","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","주원메디컬","-","부산광역시 북구 화명동 2276-5 한빛프라자 503호","46526","부산광역시 북구 금곡대로285번길 40, 한빛프라자 503호 (화명동)","20210511","-","-","-","-","영업/정상","영업중","383037.782042475","194632.682066315","20210513130827","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3320000","PHMG120213320045047000026","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","이마트24 부산금곡점","-","부산광역시 북구 금곡동 225-2","46506","부산광역시 북구 효열로235번길 31, 1층 (금곡동)","20210511","-","-","-","-","영업/정상","영업중","383623.325414991","198080.930743484","20210513171940","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3320000","PHMG120213320045047000027","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","GS25 금곡삼정점","-","부산광역시 북구 금곡동 832 동원역삼정그린코아","46507","부산광역시 북구 효열로 135, 107동 301, 302호 (금곡동, 동원역삼정그린코아)","20210511","-","-","-","-","영업/정상","영업중","383219.625012998","197341.221105994","20210513173051","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3320000","PHMG120213320045047000028","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","(주)이마트에브리데이 부산구포점","-","부산광역시 북구 구포동 1253-4 탑세일마트","46644","부산광역시 북구 시랑로 128, 탑세일마트 (구포동)","20210511","-","-","-","-","영업/정상","영업중","382928.381611324","190314.586373577","20210513173253","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3370000","PHMG120213370022047000023","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산연산에이스점","-","부산광역시 연제구 연산동 382-26 에이스리버팰리스","47564","부산광역시 연제구 과정로 262, 에이스리버팰리스 1층 102호 (연산동)","20210511","-","-","-","-","영업/정상","영업중","391093.703655408","189676.876762941","20210513075857","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3300000","PHMG120213300024047000059","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","GS25사직서우점","지번우편번호","부산광역시 동래구 사직동 26-4","47860","부산광역시 동래구 사직북로 37 (사직동)","20210513","폐업일자","휴업시작일자","휴업종료일자","재개업일자","영업/정상","영업중","387516.184111122","190825.466919725","20210513164615","업태구분명","전화번호","가열기수","기공용레스수","기공용모터수","기공용컴프레서수","다","동공거리측정기수","렌즈절단기수","샌드기수","서베이어수","수리대상 의료기기의 유형","시력표수","아세틸렌수","안경세척기수","영업규모","원심주조기수","전기로수","정점굴절계기수","조제용연마기수","진공매몰기수","진동기수","초음파청소기수","총규모","총면적","측정의자수","치과용프레스수","트리머수","포셀린로수","표본렌즈수","핀덱스수"
"3290000","PHMG120213290024047000080","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","오아메드","-","부산광역시 부산진구 전포동 631-15 서면동원오피스텔","47243","부산광역시 부산진구 동성로 137, 서면동원오피스텔 지하1층 (전포동)","20210513","-","-","-","-","영업/정상","영업중","387986.435139283","186565.130567942","20210513171824","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3380000","PHMG120213380023047000039","01_02_03_P","I","2021-05-15 00:22:56.0","의료기기판매(임대)업","디지털아이콘","-","부산광역시 수영구 남천동 74-41","48317","부산광역시 수영구 수영로 403, 4층 402호 (남천동)","20210513","-","-","-","-","영업/정상","영업중","392031.539985965","184610.801576514","20210513171915","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3300000","PHMG120173300024047000029","01_02_03_P","U","2021-05-14 02:40:00.0","의료기기판매(임대)업","엠에스(MS)메디케어","-","부산광역시 동래구 안락동 827번지 7호","47755","부산광역시 동래구 충렬대로321번길 58, 1층 (안락동)","20170511","-","-","-","-","영업/정상","영업중","389974.171826671","191670.537638767","20210512172602","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3380000","PHMG120073380023047000021","01_02_03_P","U","2021-05-14 02:40:00.0","의료기기판매(임대)업","금강보청기","-","부산광역시 수영구 수영동","48228","부산광역시 수영구 수영로 699, 201호 (수영동)","20071228","-","-","-","-","영업/정상","영업중","392699.253979211","187461.74859178","20210512160937","-","051-757-1222","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120213290024047000075","01_02_03_P","U","2021-05-14 02:40:00.0","의료기기판매(임대)업","이마트24신개금점","-","부산광역시 부산진구 개금동 447-63","47175","부산광역시 부산진구 백양대로320번길 4, 1층 (개금동)","20210510","-","-","-","-","영업/정상","영업중","383687.12376285","185763.036088645","20210512095257","-","051-898-1117","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120213290024047000078","01_02_03_P","U","2021-05-14 02:40:00.0","의료기기판매(임대)업","이마트24서면롯데캐슬점","-","부산광역시 부산진구 전포동 595-10","47241","부산광역시 부산진구 전포대로275번길 19, 1층 (전포동)","20210510","-","-","-","-","영업/정상","영업중","388012.441386873","186641.038597734","20210512095351","-","051-817-0815","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3290000","PHMG120213290024047000074","01_02_03_P","U","2021-05-14 02:40:00.0","의료기기판매(임대)업","이마트24  서면삼정타워점","-","부산광역시 부산진구 부전동 227-2 삼정타워","47296","부산광역시 부산진구 중앙대로 672, 삼정타워 1층 (부전동)","20210510","-","-","-","-","영업/정상","영업중","387608.014165034","185703.079007724","20210512095242","-","051-520-3773","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3330000","PHMG120213330024047000041","01_02_03_P","I","2021-05-14 00:22:56.0","의료기기판매(임대)업","세븐일레븐 센텀갤러리움점","-","부산광역시 해운대구 우동 1520 롯데갤러리움센텀","48060","부산광역시 해운대구 센텀1로 9, 롯데갤러리움센텀 1층 E-105호 (우동)","20210507","-","-","-","-","영업/정상","영업중","394085.659790124","187458.456044384","20210512084132","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3330000","PHMG120213330024047000040","01_02_03_P","I","2021-05-14 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산해운대SH타워점","-","부산광역시 해운대구 중동 1766-1 해운대에스에이치타워","48101","부산광역시 해운대구 해운대로 724, 해운대에스에이치타워 104호 (중동)","20210507","-","-","-","-","영업/정상","영업중","397539.318494566","187402.458972696","20210512084104","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3330000","PHMG120213330024047000039","01_02_03_P","I","2021-05-14 00:22:56.0","의료기기판매(임대)업","세븐일레븐 부산반송2호점","-","부산광역시 해운대구 반송동 40-551","48006","부산광역시 해운대구 윗반송로51번길 117-11, 1층 (반송동)","20210507","-","-","-","-","영업/정상","영업중","396240.430385395","194641.71718105","20210512084030","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
